Cmdline: /system/bin/simpleperf record --app com.dualboot.apps.beach --add-meta-info app_type=debuggable --in-app --tracepoint-events /data/local/tmp/tracepoint_events --out-fd 3 --stop-signal-fd 4 -p 10208 -e cpu-clock:u -f 500 --call-graph fp --duration 12
Arch: arm64
Event: cpu-clock:u (type 1, config 0)
Samples: 4693
Event count: 9386000000

Overhead  Symbol
0.02%     unknown[+748025e784]
0.02%     unknown[+7480272f38]
0.02%     unknown[+7480276340]
0.02%     unknown[+7480276394]
0.02%     unknown[+7480276418]
0.02%     unknown[+7480276458]
0.02%     unknown[+74802768b4]
0.02%     unknown[+7480276ef8]
0.02%     unknown[+7480276f74]
0.02%     unknown[+74802778bc]
0.02%     unknown[+74802779b0]
0.02%     unknown[+748027c284]
0.02%     unknown[+748027c458]
0.02%     unknown[+748027cc6c]
0.02%     unknown[+748027ccd4]
0.02%     unknown[+748027cd60]
0.02%     unknown[+748027ceec]
0.02%     unknown[+748027dee4]
0.02%     unknown[+748027e570]
0.02%     unknown[+748027e694]
0.02%     unknown[+748028d084]
0.02%     unknown[+748028f7e0]
0.02%     unknown[+74802abd80]
0.02%     unknown[+74802aed40]
0.02%     unknown[+74802af504]
0.02%     unknown[+74802b07e0]
0.02%     unknown[+74802bc4c0]
0.02%     unknown[+74802bc4c8]
0.02%     unknown[+74802bc674]
0.02%     unknown[+74802bc6bc]
0.02%     unknown[+74802bc708]
0.02%     unknown[+74802bc70c]
0.02%     unknown[+74802bc754]
0.02%     unknown[+74802bcaa0]
0.02%     unknown[+74802bcaec]
0.02%     unknown[+74802bcaf4]
0.02%     unknown[+74802bcb04]
0.02%     unknown[+74802bcb3c]
0.02%     unknown[+74802bcc44]
0.02%     unknown[+74802bcc98]
0.02%     unknown[+74802bce54]
0.02%     unknown[+74802bce84]
0.02%     unknown[+74802bcee8]
0.02%     unknown[+74802bcf1c]
0.02%     unknown[+74802bcfec]
0.02%     unknown[+74802bd008]
0.02%     unknown[+74802bd0b8]
0.02%     unknown[+74802bd45c]
0.02%     unknown[+74802bd48c]
0.02%     unknown[+74802bd4a8]
0.02%     unknown[+74802bd580]
0.02%     unknown[+74802bdae0]
0.02%     unknown[+74802bdbc0]
0.02%     unknown[+74802bdd58]
0.02%     unknown[+74802bde40]
0.02%     unknown[+74802bde60]
0.02%     unknown[+74802bde80]
0.02%     unknown[+74802be174]
0.02%     unknown[+74802be18c]
0.02%     unknown[+74802be1ac]
0.02%     unknown[+74802be1c0]
0.02%     unknown[+74802be1f4]
0.02%     unknown[+74802be240]
0.02%     unknown[+74802be244]
0.02%     unknown[+74802bea6c]
0.02%     unknown[+74802becd4]
0.02%     unknown[+74802bed78]
0.02%     unknown[+74802bedc0]
0.02%     unknown[+74802bee10]
0.02%     unknown[+74802bee40]
0.02%     unknown[+74802befb4]
0.02%     unknown[+74802bf000]
0.02%     unknown[+74802bf0a0]
0.02%     unknown[+74802bf3a0]
0.02%     unknown[+74802bf3b8]
0.02%     unknown[+74802bf5b0]
0.02%     unknown[+74802bf608]
0.02%     unknown[+74802bf648]
0.02%     unknown[+74802bf690]
0.02%     unknown[+74802bf75c]
0.02%     unknown[+74802c0e00]
0.02%     unknown[+74802c2cc0]
0.02%     unknown[+74802c5584]
0.02%     unknown[+74802c55d4]
0.02%     unknown[+74802c56b0]
0.02%     unknown[+74802c5d44]
0.02%     unknown[+74802c6350]
0.02%     unknown[+74802c6998]
0.02%     unknown[+74802c6b2c]
0.02%     unknown[+74802c6d80]
0.02%     unknown[+74802c7174]
0.02%     unknown[+74802c7200]
0.02%     unknown[+74802c7598]
0.02%     unknown[+74802c7bc0]
0.02%     unknown[+74802c7c9c]
0.02%     unknown[+74802c7e00]
0.02%     unknown[+74802c8c00]
0.02%     unknown[+74802c8c78]
0.02%     unknown[+74802c8cc8]
0.02%     unknown[+74802c8d40]
0.02%     unknown[+74802c9c68]
0.02%     unknown[+74802ca1b8]
0.02%     unknown[+74802ca480]
0.02%     unknown[+74802ca9b0]
0.02%     unknown[+74802cab28]
0.02%     unknown[+74802cab7c]
0.02%     unknown[+74802cac0c]
0.02%     unknown[+74802caf40]
0.02%     unknown[+74802cb330]
0.02%     unknown[+74802cb68c]
0.02%     unknown[+74802cb8c0]
0.02%     unknown[+74802cbf58]
0.02%     unknown[+74802cc08c]
0.02%     unknown[+74802cc28c]
0.02%     unknown[+74802cc2f4]
0.02%     unknown[+74802cc794]
0.02%     unknown[+74802cc96c]
0.02%     unknown[+74802cc9b4]
0.02%     unknown[+74802cca44]
0.02%     unknown[+74802cd140]
0.02%     unknown[+74802ce50c]
0.02%     unknown[+74802ce634]
0.02%     unknown[+74802cec40]
0.02%     unknown[+74802cf508]
0.02%     unknown[+74802cfec0]
0.02%     unknown[+74802d1440]
0.02%     unknown[+74802d18b0]
0.02%     unknown[+74802d18d0]
0.02%     unknown[+74802d3c24]
0.02%     unknown[+74802d3eec]
0.02%     unknown[+74802d5808]
0.02%     unknown[+74802d58ac]
0.02%     unknown[+74802d58e0]
0.02%     unknown[+74802d5c4c]
0.02%     unknown[+74802d5e40]
0.02%     unknown[+74802d5e70]
0.02%     unknown[+74802d6118]
0.02%     unknown[+74802d6160]
0.02%     unknown[+74802d6168]
0.02%     unknown[+74802d87c0]
0.02%     unknown[+74802da000]
0.02%     unknown[+74802db280]
0.02%     unknown[+74802dc598]
0.02%     unknown[+74802deb80]
0.02%     unknown[+74802e0480]
0.02%     unknown[+74802e0f84]
0.02%     unknown[+74802e1504]
0.02%     unknown[+74802e186c]
0.02%     unknown[+74802e21c4]
0.02%     unknown[+74802e238c]
0.02%     unknown[+74802e2468]
0.02%     unknown[+74802e26d0]
0.02%     unknown[+74802e39a8]
0.02%     unknown[+74802e3d7c]
0.02%     unknown[+74802e3dc8]
0.02%     unknown[+74802e3e58]
0.02%     unknown[+74802e4184]
0.02%     unknown[+74802e4500]
0.02%     unknown[+74802e4804]
0.02%     unknown[+74802e5114]
0.02%     unknown[+74802e5160]
0.02%     unknown[+74802e51ec]
0.02%     unknown[+74802e547c]
0.02%     unknown[+74802e5980]
0.02%     unknown[+74802e5a80]
0.02%     unknown[+74802e5c6c]
0.02%     unknown[+74802e5df0]
0.02%     unknown[+74802e76e8]
0.02%     unknown[+74802e76ec]
0.02%     unknown[+74802e78a4]
0.02%     unknown[+74802e7b04]
0.02%     unknown[+74802e7fec]
0.02%     unknown[+74802e8840]
0.02%     unknown[+74802e8980]
0.02%     unknown[+74802e8b18]
0.02%     unknown[+74802e8f54]
0.02%     unknown[+74802e94a8]
0.02%     unknown[+74802e9740]
0.02%     unknown[+74802e98f4]
0.02%     unknown[+74802e9b80]
0.02%     unknown[+74802ea160]
0.02%     unknown[+74802ea580]
0.02%     unknown[+74802eaa78]
0.02%     unknown[+74802eafd4]
0.02%     unknown[+74802eb4c0]
0.02%     unknown[+74802eb6c0]
0.02%     unknown[+74802ebb04]
0.02%     unknown[+74802ed5c0]
0.02%     unknown[+74802ee240]
0.02%     unknown[+74802ee254]
0.02%     unknown[+74802f2500]
0.02%     unknown[+74802f359c]
0.02%     unknown[+74802f47c0]
0.02%     unknown[+74802f4b4c]
0.02%     unknown[+74802f5784]
0.02%     unknown[+74802f5f00]
0.02%     unknown[+74802f6c00]
0.02%     unknown[+74802f6cc0]
0.02%     unknown[+74802f76f8]
0.02%     unknown[+74802f8940]
0.02%     unknown[+74802f8e40]
0.02%     unknown[+74802fa640]
0.02%     unknown[+74802fabc0]
0.02%     unknown[+74802fbcc0]
0.02%     unknown[+74802fc4cc]
0.02%     unknown[+74802fced8]
0.02%     unknown[+74802fcf8c]
0.02%     unknown[+74802fd094]
0.02%     unknown[+74802fd1d8]
0.02%     unknown[+74802fd684]
0.02%     unknown[+74802fd848]
0.02%     unknown[+74802fdbc4]
0.02%     unknown[+74802fdc48]
0.02%     unknown[+74802fdf44]
0.02%     unknown[+74802fe1c0]
0.02%     unknown[+74802fe538]
0.02%     unknown[+74802fe6f4]
0.02%     unknown[+74802fe800]
0.02%     unknown[+74802feaec]
0.02%     unknown[+74802feaf4]
0.02%     unknown[+74802feafc]
0.02%     unknown[+74802feb40]
0.02%     unknown[+74802ff500]
0.02%     unknown[+74802ff540]
0.02%     unknown[+74802ff5d0]
0.02%     unknown[+74802ffb40]
0.02%     unknown[+748030019c]
0.02%     unknown[+74803004c4]
0.02%     unknown[+7480300f40]
0.02%     unknown[+7480301680]
0.02%     unknown[+74803017b8]
0.02%     unknown[+7480302640]
0.02%     unknown[+7480302e2c]
0.02%     unknown[+7480303a00]
0.02%     unknown[+7480303d84]
0.02%     unknown[+7480304284]
0.02%     unknown[+74803047bc]
0.02%     unknown[+7480304cc8]
0.02%     unknown[+748030554c]
0.02%     unknown[+7480305684]
0.02%     unknown[+7480305844]
0.02%     unknown[+7480305ac0]
0.02%     unknown[+7480305af8]
0.02%     unknown[+7480305bd0]
0.02%     unknown[+74803063b0]
0.02%     unknown[+7480306480]
0.02%     unknown[+7480307000]
0.02%     unknown[+7480307090]
0.02%     unknown[+7480307198]
0.02%     unknown[+7480307b6c]
0.02%     unknown[+7480307b84]
0.02%     unknown[+7480307d40]
0.02%     unknown[+74803084c0]
0.02%     unknown[+7480308980]
0.02%     unknown[+7480308a00]
0.02%     unknown[+7480308b94]
0.02%     unknown[+7480308d00]
0.02%     unknown[+7480308d44]
0.02%     unknown[+7480309680]
0.02%     unknown[+7480309684]
0.02%     unknown[+74803099d4]
0.02%     unknown[+7480309b40]
0.02%     unknown[+7480309bc0]
0.02%     unknown[+7480309d00]
0.02%     unknown[+748030a240]
0.02%     unknown[+748030a624]
0.02%     unknown[+748030a640]
0.02%     unknown[+748030ae4c]
0.02%     unknown[+748030b204]
0.02%     unknown[+748030b640]
0.02%     unknown[+748030b694]
0.02%     unknown[+748030b7c0]
0.02%     unknown[+748030b974]
0.02%     unknown[+748030c070]
0.02%     unknown[+748030c56c]
0.02%     unknown[+748030c584]
0.02%     unknown[+748030ccc0]
0.02%     unknown[+748030dbc0]
0.02%     unknown[+748030dff0]
0.02%     unknown[+748030e0fc]
0.02%     unknown[+748030e2ac]
0.02%     unknown[+748030e364]
0.02%     unknown[+748030e38c]
0.02%     unknown[+748030e398]
0.02%     unknown[+748030ea70]
0.02%     unknown[+748030edfc]
0.02%     unknown[+748030fd94]
0.02%     unknown[+748030fdac]
0.02%     unknown[+748030fe00]
0.02%     unknown[+74803110c4]
0.02%     unknown[+7480311740]
0.02%     unknown[+748031bc60]
0.02%     unknown[+748031cb00]
0.02%     unknown[+7480321100]
0.02%     unknown[+7480323b40]
0.02%     unknown[+74803245a0]
0.02%     unknown[+7480324880]
0.02%     unknown[+7480325b00]
0.02%     unknown[+7480325e00]
0.02%     unknown[+7480326180]
0.02%     unknown[+7480326d28]
0.02%     unknown[+74803273c0]
0.02%     unknown[+7480327c60]
0.02%     unknown[+7480328940]
0.02%     unknown[+7480328974]
0.02%     unknown[+7480328a1c]
0.02%     unknown[+7480328a30]
0.02%     unknown[+7480328b6c]
0.02%     unknown[+7480328c64]
0.02%     unknown[+7480328e20]
0.02%     unknown[+7480328ef0]
0.02%     unknown[+748032910c]
0.02%     unknown[+74803291c8]
0.02%     unknown[+74803295d0]
0.02%     unknown[+7480329734]
0.02%     unknown[+74803297a8]
0.02%     unknown[+7480329830]
0.02%     unknown[+7480329934]
0.02%     unknown[+7480332240]
0.02%     vendor::qti::hardware::display::mapperextensions::V1_1::implementation::QtiMapperExtensions::getFd(void*, std::__1::function<void (vendor::qti::hardware::display::mapperextensions::V1_0::Error, int)>)
0.02%     vendor::qti::hardware::display::mapperextensions::V1_2::BsQtiMapperExtensions::getPrivateFlags(void*, std::__1::function<void (vendor::qti::hardware::display::mapperextensions::V1_0::Error, int)>)
0.02%     vendor::qti::hardware::display::mapperextensions::V1_2::BsQtiMapperExtensions::getUsageFlags(void*, std::__1::function<void (vendor::qti::hardware::display::mapperextensions::V1_0::Error, unsigned long)>)
0.02%     vendor::qti::hardware::display::mapperextensions::V1_2::BsQtiMapperExtensions::getWidth(void*, std::__1::function<void (vendor::qti::hardware::display::mapperextensions::V1_0::Error, int)>)
0.02%     void art::interpreter::ExecuteSwitchImplCpp<false>(art::interpreter::SwitchImplContext*)
